0 0
1 0.223239
2 0.31165
3 0.388868
4 0.413186
5 0.427526
6 0.420394
7 0.474854
8 0.461862
9 0.449935
10 0.467681
11 0.49717
12 0.50277
13 0.498214
14 0.51083
15 0.541229
16 0.505593
17 0.470507
18 0.476656
19 0.48948
20 0.479017
21 0.489578
22 0.510097
23 0.478453
24 0.485531
25 0.474101
26 0.487577
27 0.529101
28 0.518923
29 0.484
30 0.455395
31 0.476723
32 0.462086
33 0.456214
34 0.448208
35 0.45752
36 0.432909
37 0.462291
38 0.456049
39 0.455708
40 0.474885
41 0.494298
42 0.469706
43 0.466741
44 0.460551
45 0.481192
46 0.480483
47 0.517117
48 0.510141
49 0.480607
